Macro_Factor,Mkt-RF,SMB,HML,RMW,CMA
Commodities_Factor,2.7937098133549156,2.387110889257095,2.808784480419242,-0.30437712716208093,0.12099307525380204
Credit_Risk_Factor,-5.320058262302089,0.7657120613789171,-0.6311587261010874,0.9047851379937722,1.5926769386412503
Currency_Factor,-9.047695004981222,-1.749735680447855,-0.7240090867064614,1.0211555581675429,0.12711688177803465
Global_Growth_Factor,1.6986948122408447,-1.2849266935192087,-1.9061108099497721,-1.0452767293275609,-0.4396123476150467
Global_Monetary_Policy_Factor,-0.4611971146821388,1.1162454751221964,-0.6349973821746914,0.913981780326942,-1.0328840758042996
Inflation_Factor,-1.5037206484303964,-1.1236961092075846,0.7590870508634613,1.3308239598975344,0.7801338647034806
Rates_Yields_Factor,-1.1209169522931768,-0.7799249712045062,1.412776515290634,-0.47692148380719074,1.0573810000402837
US_Growth_Factor,0.7231278962652278,0.29485793758750195,-0.0581164594384956,-1.1322330835224872,0.5924974130804235
US_Monetary_Policy_Factor,2.0502644142994835,0.5954573859081416,1.1754531171481284,0.12403727962656953,0.7068092508543582
