,Mkt-RF,SMB,HML,RMW,CMA
2011-10-01,0.8072366502049705,-0.03852177823646698,0.6106628920423953,-0.14681997914598455,0.4085816673883415
2011-11-01,0.8522572849584673,-0.1771665433040079,0.41619680505669077,0.26879800776861734,1.116919264490719
2011-12-01,0.7868218617151453,0.04349305605187942,0.5153155910422077,0.12703952149757375,0.5699121691598843
2012-01-01,0.7804900112954896,0.058787166918161105,0.2609484517429445,-0.06701564964368767,0.7103509622233818
2012-02-01,0.7344066589845355,0.11091643390445283,0.18818660725704656,-0.13267291242492701,0.7613403978745831
2012-03-01,0.7438022639396357,0.11377117108327489,0.2846705122416089,-0.18074003576034703,0.5052474595826564
2012-04-01,0.765811944974516,0.20740362161773232,0.45208380711503443,-0.00577944502351635,0.3019539405318152
2012-05-01,0.7999112055631096,0.1727351483146866,0.5327730197200939,-0.030277845335966114,0.07502456871008353
2012-06-01,0.8235393762922023,0.13259703007589943,0.6232521121224643,0.11746824937434741,0.056565310280732584
2012-07-01,0.7861853043867042,0.16807139576745925,0.5226955209958088,-0.009200382235214355,0.02114355018677415
2012-08-01,0.808592629022305,0.2022814969438776,0.35191425668086485,0.05991409359769673,0.11021246152679584
2012-09-01,0.797946674542371,0.17158293699821242,0.28546970002483985,-0.0210243943996304,0.15811392749149214
2012-10-01,0.7673471766518262,0.29411519438245326,0.29050850138022233,-0.16426716924711662,0.12917297143417922
2012-11-01,0.6773594302294521,0.4419148690193262,0.2547246525280795,-0.30898859415482377,0.15329626144299596
2012-12-01,0.7164026924159133,0.3241912512182079,0.15002263757601514,-0.292964410353537,0.2732137763615932
2013-01-01,0.7773627846075875,0.2841972330598807,0.17925491674048732,-0.11617225889400293,0.26076597458953815
2013-02-01,0.774704429913146,0.2774945005843587,0.12581852924417242,-0.14779520209301913,0.2804574991314734
2013-03-01,0.7406914859161107,0.2784067870955485,0.08781435259946424,-0.2249686225727512,0.23307845084514003
2013-04-01,0.7520168764825911,0.24436509440656332,0.1033513232409149,-0.20729657158687959,0.23073574316497736
2013-05-01,0.8034861152613431,0.17454603433063948,0.11615071808513977,-0.14533294777144756,0.25883285070494955
2013-06-01,0.8391154207425894,0.19503561902959668,0.24108970551171383,0.012650158509947221,0.2444507744697869
2013-07-01,0.8942859743249254,0.14994708684880748,0.22853177875619618,0.0874755604531805,0.33428729083649095
2013-08-01,0.8665772647006486,0.18109625326011058,0.1724206829208588,0.017422249304004017,0.2936382209734875
2013-09-01,0.8636539772669136,0.21509560598611266,0.15027834760884845,-0.0008247390061149953,0.2616428585639643
2013-10-01,0.871397896975241,0.2165746285938178,0.11245894315505134,-0.004381587147691386,0.274164619092258
2013-11-01,0.8625057877094038,0.2397407079348985,0.08080632627565965,-0.017819683330659752,0.3156239115154337
2013-12-01,0.8474876014903407,0.2739835952850821,0.08909645534604554,0.10478646143519876,0.12991644889655016
2014-01-01,0.9100721675197201,0.28294895366485656,0.21631053858580748,0.33647463424531276,0.1426145407158153
2014-02-01,0.8951900902506038,0.2886587616015002,0.2262559925276068,0.3546136617516322,0.13852406232862197
2014-03-01,0.8923149385184221,0.4248128061194246,0.03399795134752029,0.3618374681805221,0.2331693842517477
2014-04-01,0.9028364167908384,0.4551855243591866,-0.037510866445435526,0.36019832437276966,0.25010883212436735
2014-05-01,0.913815442885764,0.38804893387217804,-0.034954935443420654,0.3450222339250262,0.1759465747262547
2014-06-01,0.9199529895599036,0.35134921412811293,-0.03919788372157304,0.34495951755589066,0.2119859914806427
2014-07-01,0.9236911766913258,0.32793646977331276,-0.054566495437664425,0.3117685632783241,0.2483614325445774
2014-08-01,0.9477769104995097,0.31319476214328745,-0.06094734654494824,0.2804203012092925,0.24906740342539363
2014-09-01,0.931061467252589,0.30291754605603677,-0.06946888035650109,0.28206313645057624,0.23888390741561158
2014-10-01,0.9324054698257593,0.29919427740083077,-0.06729620158126945,0.2800549484706458,0.2367829924185851
2014-11-01,0.9082558557385992,0.3197724281325186,0.04638388346325732,0.24770380937565067,0.14693428401145991
2014-12-01,0.91563353393186,0.29655563447758626,0.04044228542315903,0.23747431977733702,0.10150886365104707
2015-01-01,0.9465764101774508,0.28008868740269266,0.0646575163639731,0.18112799730471887,0.16227581649427125
2015-02-01,0.9389372306396286,0.27688809446374507,0.07390211027420854,0.18071129742859576,0.17834299736817893
2015-03-01,0.9386938277928759,0.29021860349507034,0.08678065703744994,0.18556147736403086,0.17599385116575203
2015-04-01,0.950609590784782,0.3284382676482186,0.045636736571926684,0.17533605002680624,0.2342927544900738
2015-05-01,0.943654778302593,0.3298785409481361,0.030304685190064753,0.16085272725569116,0.25059261889217965
2015-06-01,0.9377991491308515,0.3312621599557695,0.03348613472273508,0.16878023464062877,0.24011847080772736
2015-07-01,0.940186420213178,0.32130091746912903,0.02860655548530361,0.16359152521283732,0.23161638729686207
2015-08-01,0.9864265233120622,0.30497988176203605,0.0005596729965718639,0.1501575534969912,0.2174539179951931
2015-09-01,0.9727427251540599,0.2987711004662875,0.03304107969801448,0.1972575726728783,0.12871042153541473
2015-10-01,0.9682836609693841,0.3302861112116614,0.04168226719810522,0.24775077221850306,0.029034468494275267
2015-11-01,0.9752099580234552,0.3204338578175,0.08814689700923795,0.24020765548304024,-0.06392384641491214
2015-12-01,0.9646257042492727,0.3086738107048645,0.05026996452397725,0.22278491647774937,-0.009610930366666104
2016-01-01,0.9029270704241117,0.3005843983129036,0.004196266939531651,0.230220245620217,0.2453329087422866
2016-02-01,0.9045709666136319,0.26176614812426957,0.052568763491479625,0.1779901787226873,0.15753559709478707
2016-03-01,0.8943325419533988,0.25967639129096975,-0.008188655626086228,0.12418210811044643,0.28468774136072195
2016-04-01,0.8885298143444592,0.27393782288027196,-0.007633804527882426,0.10088492917297018,0.30875170071512326
2016-05-01,0.8886850426788349,0.2637258053691143,-0.006089701352726351,0.10123712335934393,0.2626024637692339
2016-06-01,0.8898118110764794,0.27308408682686497,-0.0641258194412273,0.09921320113414642,0.36064605545263895
2016-07-01,0.8883235124088772,0.29713102778196593,-0.05799361074177001,0.15492851550008924,0.3079445348391412
2016-08-01,0.9054562538264331,0.28351423695694355,0.003775324483944964,0.09732024307901022,0.3332912358058644
2016-09-01,0.8957815526957671,0.26600161783922743,-0.03660553409026096,0.018009735932427162,0.4391025198149263
2016-10-01,0.8937076204876298,0.2671312696578795,-0.04128349549603705,0.01259617686058112,0.44191044007197267
2016-11-01,0.8839180279184446,0.24065351734692655,-0.07926278642796636,0.0053975790506779475,0.41544644304554945
2016-12-01,0.8818495700445333,0.2414136839076088,-0.08486928511207517,0.0028598495381484956,0.4224814100515122
2017-01-01,0.8264897316810238,0.22559785706334096,-0.11146553084338309,-0.18013896254602763,0.4528002789466969
2017-02-01,0.832114087775234,0.2295385156388394,-0.11782552221866954,-0.19134956946098117,0.48036883136548886
2017-03-01,0.8317252007786742,0.23173718215933822,-0.11812395491810015,-0.1850022646811029,0.47986180865343075
2017-04-01,0.8323116838277332,0.22975763286773107,-0.11685759521639522,-0.18302761063122522,0.4814887954751721
2017-05-01,0.8191595222836296,0.26391225422646214,-0.11232814606685387,-0.1822116784070017,0.5121365904912781
2017-06-01,0.8253773226266807,0.2710452941380067,-0.11148962696998402,-0.13306199197500318,0.47320017154317834
2017-07-01,0.8305267852868662,0.26072250527543595,-0.11339971776884811,-0.1531590754714889,0.4844206300897122
2017-08-01,0.7986508881654866,0.2634897001709544,-0.09670836283174256,-0.12457732486499186,0.3995578039551844
2017-09-01,0.8061195603143506,0.29371947023633577,-0.09645054501766634,-0.15676954447232833,0.4458880522182294
2017-10-01,0.8235312642572823,0.2796598967190067,0.07076138357808279,-0.014717161209423825,0.07126838681073994
2017-11-01,0.840812456050431,0.2771152112845426,0.05384025183487695,0.027603034007215962,0.10024672002571253
2017-12-01,0.8280337219144713,0.3009654939146229,0.07705217650924434,0.02818065749389438,0.03235505404267279
2018-01-01,0.7539144994931143,0.38152583830555814,0.050997678245872466,0.11804170110951302,-0.032661505210144826
2018-02-01,0.7726483463945863,0.37139390114633486,0.0445042342339169,0.10493838478911865,-0.002048785301212247
2018-03-01,0.8086293739282207,0.30983434768345874,0.07498963425659216,0.10319301709590545,-0.002667741659998203
2018-04-01,0.8112037895774931,0.2759056455133683,0.1298090252657988,0.12689755978897202,-0.06421161400417932
2018-05-01,0.810020357851656,0.2507271887080864,0.1577511749662212,0.15047751708269796,-0.06389283564278253
2018-06-01,0.8062077882244734,0.25352422511868095,0.17238630045744952,0.150953969598647,-0.08982976418516636
2018-07-01,0.8285039775605202,0.22688010645103154,0.17894676784024804,0.1712409140136791,-0.07423331838570185
2018-08-01,0.756072545340551,0.23789720004885442,0.21630360991129943,0.18732039065214162,-0.08401114656527311
2018-09-01,0.7482140499179724,0.23033234017078047,0.21860881942102245,0.19167528042671922,-0.08292770086830521
2018-10-01,0.767444562112773,0.26297603227974375,0.20871008273805203,0.204915929563309,-0.1251716195451727
2018-11-01,0.7571381984939947,0.2787268436755272,0.20993730154025464,0.230212352225815,-0.1429336726213097
2018-12-01,0.789624487987937,0.2790205180776413,0.22053244821189583,0.2427309945823682,-0.13887827609071984
2019-01-01,0.8361918222241174,0.3034414007183931,0.21031655158939483,0.16614343240293444,-0.20649113898746296
2019-02-01,0.842680477824751,0.3418173271767615,0.16895855201629603,0.2124476435264638,-0.1996615262846962
2019-03-01,0.874332313843234,0.32375644184059627,0.15974376353815734,0.23047604651468323,-0.16898762502899786
2019-04-01,0.8775038436156275,0.3265762332999699,0.2069353731914871,0.3416146709871391,-0.2735739448609696
2019-05-01,0.8742231079815563,0.3286580139485825,0.20125482081203516,0.3465680385613987,-0.2596679199175361
2019-06-01,0.8409986625223057,0.3127042522101323,0.26249188510177024,0.2549754134008098,-0.398992111881837
2019-07-01,0.8405579320734657,0.3018340471447693,0.2667550079679064,0.23422005715776648,-0.3987006629678872
2019-08-01,0.846818776475333,0.3087285792654012,0.276895497645885,0.2481210370776974,-0.3993032158821035
2019-09-01,0.8680785500947203,0.3071266202649766,0.34087894013161657,0.5175242135925892,-0.2923633005063581
2019-10-01,0.8490932080671532,0.2492979610483902,0.42654848640853016,0.47603564163391743,-0.3717440909135892
2019-11-01,0.8724943357213707,0.31699888349928845,0.46516575918812186,0.45816206008948074,-0.2980793075722843
2019-12-01,0.8450414128471058,0.3249105065785429,0.566814659807255,0.516229699989577,-0.43613176741490317
2020-01-01,0.8540891529105736,0.21912450165145925,0.5043130121871706,0.35209689746206324,-0.44938996478749627
2020-02-01,0.8644053301089105,0.18324836294347388,0.5244787588262382,0.3375868679374047,-0.4983852370122195
2020-03-01,0.8429355523519811,0.08398124279597045,0.06685471182543612,0.20891695933237872,0.025604052169201974
2020-04-01,1.260940515200656,0.6878592513689961,-0.7211280623726075,1.8355229170527836,0.7745289826473698
2020-05-01,1.2607675757441472,0.34845261566469693,-0.47019207578152966,1.4309021102433148,0.8696849063161816
2020-06-01,1.2345854275426127,0.03333836088656465,-0.23369007236529404,1.2986483814766778,0.4437536885301464
2020-07-01,1.0255205908300138,0.34189392598103574,-0.19834334991698455,1.5619379595744665,0.13962645474077473
2020-08-01,1.0086059284047753,0.2685016270252065,-0.02252220486080081,0.7187506800249062,0.14582285128814293
2020-09-01,1.0183694922188335,0.16581235375088832,-0.05007674376416682,0.8596793833840176,0.0759161029909722
2020-10-01,1.0242328868700876,0.29361325800054916,-0.147309339639208,0.84796005513241,0.3383555180070529
2020-11-01,1.02574530441384,0.3214724113847938,-0.15919664084690333,0.9145969015607197,0.37140618657001323
2020-12-01,1.022413689651552,0.2705072447547311,-0.1335113564647874,0.9841146479173298,0.37052594320887466
2021-01-01,1.0546376144007037,0.18717118507975986,-0.09621520397508954,0.8527453342057323,0.3350782270973051
2021-02-01,1.0261806014821326,0.1772032606591102,0.06809311940971119,0.8138454378768002,0.1107907504655577
2021-03-01,1.0579910639986498,0.1026839102858928,0.06732321869865354,0.4045693563289982,-0.04978184168065842
2021-04-01,1.046316037069791,0.14738284095061388,0.04259139378717974,0.4173583901856065,0.004503047119690018
2021-05-01,1.0493006485135263,0.14797558522336346,0.03419843376867682,0.40436670946230124,-0.0047237799225592625
2021-06-01,1.0458849494918954,0.16499581725587184,0.019304756080816443,0.42431160903135134,0.005695468194182575
2021-07-01,1.0441274647824603,0.17633110039369568,0.024423724832943694,0.36400158808158894,0.00194732931403932
2021-08-01,1.056892871499435,0.12592806890555958,0.06306435585968106,0.29344396025327074,-0.06878789268649509
2021-09-01,1.0431083177732412,0.07019209353254646,0.1511966586129886,0.15466289539996025,-0.08848982867395806
2021-10-01,0.9998369051387316,0.2010245485674133,0.09379841252158533,0.23529387362654758,-0.059616258462023106
2021-11-01,1.04304596814751,0.08099025907094282,0.1625486930209384,0.01125823402328413,-0.0985912285244896
2021-12-01,1.0712687566752792,0.08530787009057722,0.1384456161032232,0.07739343782849051,0.03998581846088038
2022-01-01,1.0853803819978052,-0.1071920517101066,0.2665416470176504,-0.08003513021996989,0.1618147112502592
2022-02-01,1.0901621730935633,-0.14379554668390881,0.2817188844523783,-0.09763184379615025,0.183568486160066
2022-03-01,1.066636589518412,-0.10897918223731054,0.29182486418530923,-0.054891834612063706,0.12966579081341054
2022-04-01,1.0087474707165145,-0.01597098497354299,0.2456696469578224,0.054964237316657616,0.2573205455726468
2022-05-01,1.007797532266986,-0.01412908690951814,0.24317371617732486,0.05596643392530559,0.2577073004419912
2022-06-01,0.9719163953145398,0.03859244792743907,0.23275685290346987,0.11030704489496548,0.18445018511714206
2022-07-01,0.9830227113297925,0.020395998841377883,0.2553812748611404,0.09561129668753213,0.10805614765641511
2022-08-01,0.9776192921462538,0.005078173267786756,0.25444106438682973,0.06584193791773349,0.1056871457231972
2022-09-01,0.9627696854786624,0.012098111564073033,0.24277545768071734,0.05797356317050975,0.0793629265509301
2022-10-01,0.9634741660749239,0.01259357785348747,0.24181465443894307,0.058587810259574935,0.07879659755698681
2022-11-01,0.9638532176390862,0.014245591762153481,0.23657697042156153,0.07722905192359909,0.08971447534327863
2022-12-01,0.9435129408415865,0.04483792758468952,0.21046033252312635,0.08816609271338315,0.15674005812869324
2023-01-01,0.9348410081913741,0.08090582636315741,0.20778603414140953,0.12325473573819465,0.17717094215051854
2023-02-01,0.9368726684599097,0.08294095150247777,0.20930794590635463,0.13026649069806892,0.17688197576135306
2023-03-01,1.0242537880260958,0.31406594339915717,0.5441759940496401,0.25870124007245776,-0.12107031924804418
2023-04-01,0.7135372934368751,0.014957353666441409,0.6336163894475925,-0.03372416729141722,-0.20049265561429305
2023-05-01,0.7200163824745169,0.06527953726482766,0.5948960007037531,0.0029562279305299644,-0.22194059805293717
2023-06-01,0.7242382855384125,0.20226273813770876,0.4648362437656287,0.0597811904108671,-0.0942073451408803
2023-07-01,0.7939393333262336,0.009952470146825987,0.43924916735819,-0.0727967149474918,-0.021406812642529423
2023-08-01,0.8163411833899418,0.034993853928526414,0.4088117437800552,-0.02008938538202454,-0.0036013083502917757
2023-09-01,0.7999179586460272,0.02775895295557898,0.403684452332565,-0.04145117866172705,-0.018363148426140664
2023-10-01,0.7857252589873012,0.09308288771059234,0.4176052475143496,-0.023644804975261745,-0.042954516341777736
2023-11-01,0.7605105220255601,0.07579326272399584,0.41704484570590966,-0.003995167718096548,-0.054434911094122296
2023-12-01,0.7656949763920504,0.1102483363523316,0.3885923063134924,0.0005363537391656764,-0.028744157492730182
2024-01-01,0.7689886715506343,0.1488645798376826,0.3400262189663048,-0.044986641726896495,0.05861628461683771
2024-02-01,0.7653343222236072,0.12499801381102912,0.2597117868610698,-0.046862020077481525,0.1705021040397744
2024-03-01,0.7761221471678009,0.13582758681583512,0.29559180600772683,0.01654147907098124,0.14689802634280805
2024-04-01,0.766758163408779,0.1271173677954348,0.29720317388548656,0.013848989985371866,0.14036730134485578
2024-05-01,0.7647445283697014,0.1391569964770177,0.32730595792551725,0.024322567502101197,0.13244657566471857
2024-06-01,0.7580202344707108,0.13170186665804873,0.39438799641477057,0.053335004941945145,0.061442354786041486
2024-07-01,0.7551703082833244,0.1599369414094251,0.3991702770032715,0.05416811070518168,0.05721785434330612
2024-08-01,0.7453276462471603,0.186610726082105,0.37975772584785056,0.07472771957924973,0.08654413579688175
2024-09-01,0.7514155478129498,0.19327443894857582,0.3522303871405498,0.08033660043374728,0.11193053832607303
2024-10-01,0.7736011499205839,0.16694239103135428,0.3802814889045749,0.1081494731131336,0.06856438596552533
2024-11-01,0.7645700988898815,0.22652357108072388,0.3250314054569404,0.24772093832380357,0.11538377409187428
2024-12-01,0.7654447645616314,0.22103342112598523,0.3584181670758105,0.18288511995254367,0.07705866333931533
2025-01-01,0.7783498516640808,0.14811108203324472,0.45810681747266735,0.10251050169144897,-0.08027159222927649
2025-02-01,0.772636784160924,0.16281369786040925,0.4472289592182429,0.0843501899948372,-0.054474531352063926
2025-03-01,0.7859731690364261,0.17220538499997579,0.420534485432412,0.07643460009200297,-0.023667516926392185
2025-04-01,0.8039370152359339,0.15409297863159788,0.42555899461992425,0.05486059280214383,-0.05475395862206356
2025-05-01,0.7988934732286551,0.1401800715470109,0.4682680834913752,0.055401271165581946,-0.08524716843099722
2025-06-01,0.7995600799050452,0.12781469667937065,0.5002708864323503,0.07901057902167441,-0.1214202867654191
2025-07-01,0.765372756497578,0.11113138307880183,0.4859217014521773,0.024408414282452356,-0.006517400633702208
2025-08-01,0.7607898685947585,0.13461343500199704,0.48516618703033654,0.022986778726600272,0.009060874099251326
2025-09-01,0.7345677155688419,0.15817171091964638,0.46821373150422735,0.026703340302266787,0.028321030511449685
2025-10-01,0.7313733853053086,0.15770051562866394,0.4663133343280511,0.020901540306656356,0.02419994698068026
2025-11-01,0.6792441280901468,0.1559133426526308,0.41534437749575215,-0.14405047968606272,0.01467500741873165
2025-12-01,0.7941719954451667,0.08019261959234678,0.5172750513370334,-0.05833388304895597,-0.20530556934360267
2026-01-01,0.7949555892209936,0.06575650040734496,0.5205373761017705,-0.07066846172448199,-0.21469794140626758
2026-02-01,0.8426929055779224,0.010623585580659706,0.5883159817437301,-0.06708738504195826,-0.332826095853216
2026-03-01,0.8888714710888745,9.23913442808788e-05,0.5412536016732605,0.000522239819355591,-0.3179412281772381
2026-04-01,0.8381334051536152,0.0355095330640903,0.518801182807866,0.01611044958890538,-0.30151901901775247
2026-05-01,0.8339268435484776,0.07321782137647093,0.5058968130905647,0.10184499742214823,-0.3461795304824627
2026-06-01,0.8516111810572342,0.05102019872242499,0.5258193903192192,0.1325739781932107,-0.38490636105473974
